Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Max Drawdown [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Median Max Drawdown [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Most Total Trades,3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Least Total Trades,3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Most Win Rate [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Least Win Rate [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Mean Win Rate [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Median Win Rate [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Most Best Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Least Best Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Mean Best Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Median Best Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Most Worst Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Least Worst Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Mean Worst Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Median Worst Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Most Avg Winning Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Least Avg Winning Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Mean Avg Winning Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Median Avg Winning Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
Most Avg Losing Trade [%],3,4,TEM,SMA,0,true,false,1,42,0.8713880355674832,53.65853658536586,1.472491633965297,2.800142748048523,2.7608456774461154,0.6610399881830797,3 days 02:20:29.268292681,0.11014338254890464,3.4319066147859925,6.782101167315176,9.609828419372752,0,257,258 days 00:00:00,1000.0,2159.2200542895084,115.92200542895084,69.78881077736818,100.0,145.2189504735639,44.78533523210583,102 days 00:00:00,41,-2.159220054289108,49.34391197009467,-17.550177565550275,11.395265630950895,-7.152104800575279,4 days 01:05:27.272727272,2 days 00:00:00,28.326323764482893,1.497100384671636,4.4015558481273604,1.3621392306847429,1.8383973271769671,9.324858631680387,2.1257627387958875,0.6407766990291262,-0.08096527195963799,,,0.0046109901762867635,1.1619695244242645,1.1592200542895101,1.1209115567085406,0.9340926990815825,0,42,372.2420634920635,,,,
