Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Mean Max Drawdown [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Median Max Drawdown [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Most Total Trades,18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Least Total Trades,18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Mean Total Trades,18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Median Total Trades,18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Most Win Rate [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Least Win Rate [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Mean Win Rate [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Median Win Rate [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Most Best Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Least Best Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Mean Best Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Median Best Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Most Worst Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Least Worst Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Mean Worst Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Median Worst Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Most Avg Winning Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Least Avg Winning Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
Mean Avg Winning Trade [%],18,36,18,KEY,MACD,true,false,1,239,0.9058933697147107,48.739495798319325,1.321092967017517,0.22749350448891303,0.5168624238448759,-0.6454403922262685,0 days 23:59:59.999999999,0.017338589028086746,0.5295979740424185,1.056980056980057,0.12048009908513818,0,9477,9478 days 00:00:00,1000.0,1600.7297582726892,60.07297582726891,169.42983495628624,100.0,561.111424366885,29.69352177678687,2034 days 00:00:00,238,-1.6007297582725641,13.015786639864304,-11.063106489365932,1.8342478659669137,-1.300240150686891,1 days 00:00:00,1 days 00:00:00,2.5308003698779915,0.2798589975981841,0.06157110030923444,1.3168930509448034,10.089478021571063,436.37279333835,3.874495257325197,0.33988764044943814,0.0,,,0.00005704508355374258,0.01437536105554313,0.6007297582726883,0.012587086516425483,0.06181952289148118,239,0,13726.607142857143,,
