Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Median Total Trades,WNTR_MSTR,EMA,8,49,0,false,1,NaN,NaN,NaN,NaN,44.906663934064746,-0.08941494347817411,NaT,0.0,9.50943396226415,9.50943396226415,NaN,0,53,2 days 06:00:00,1000.0,1625.1412220778566,62.51412220778566,68.65269944860692,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,625.1412220778566,NaN,NaN,NaN,NaN,NaT,NaT,NaN,21.10190894285687,1.0900257441324319e35,2.0145514923477976,1.3085902111212642,3.977986216638969,1.5444894774666447,1.2500000000000002,-0.0463824756091889,None,None,0.009949476405032985,60.174433297639496,0.6251412220778563,4.1668121286206836e23,3.4319142348699585,3.1985780423280423
Most Win Rate [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Mean Win Rate [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Median Win Rate [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Least Best Trade [%],WNTR_MSTR,EMA,6,51,0,false,2,NaN,100.0,inf,NaN,35.33483722767231,-0.3324471480305876,1 days 01:00:00,0.3126389247867666,19.0188679245283,28.528301886792452,NaN,0,53,2 days 06:00:00,1000.0,1458.2930531231646,45.82930531231646,68.65269944860692,100.0,3.034910995517592,15.090619268499546,1 days 00:00:00,1,1,440.33907281975667,1.7971934283711337,1.7971934283711337,1.7971934283711337,NaN,1 days 01:00:00,NaT,17.95398030340793,17.5352336031088,2.515136852369273e27,1.7959888350177173,1.407837237455869,5.2296555156995,1.4863355876008697,1.1600000000000001,-0.04638247560918898,None,None,0.007835272412015308,47.387727547868586,0.45829305312316526,2.2419110536368876e18,3.2523740614357926,3.1985780423280423
Mean Best Trade [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Median Best Trade [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Most Worst Trade [%],WNTR_MSTR,EMA,4,20,0,false,2,NaN,100.0,inf,NaN,41.33614623364557,-0.24282760517114982,0 days 19:00:00,0.3126389247867666,19.0188679245283,28.528301886792452,NaN,0,53,2 days 06:00:00,1000.0,1519.8192885296698,51.98192885296699,68.65269944860692,100.0,3.2051522952201212,10.540765096443183,0 days 19:00:00,1,1,416.7447434956114,10.317761957909246,10.317761957909246,10.317761957909246,NaN,0 days 19:00:00,NaT,103.0745450340584,19.72764237462035,2.9364478874572416e30,2.059838041068043,1.5306723984637667,6.097181493342591,1.5844908008215712,0.9285714285714284,-0.04000387332969729,None,None,0.008556605804411095,51.750351905078304,0.5198192885296702,2.2945557931829064e20,3.15707051942161,3.1985780423280423
Mean Worst Trade [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Median Worst Trade [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Least Avg Winning Trade [%],WNTR_MSTR,EMA,6,51,0,false,2,NaN,100.0,inf,NaN,35.33483722767231,-0.3324471480305876,1 days 01:00:00,0.3126389247867666,19.0188679245283,28.528301886792452,NaN,0,53,2 days 06:00:00,1000.0,1458.2930531231646,45.82930531231646,68.65269944860692,100.0,3.034910995517592,15.090619268499546,1 days 00:00:00,1,1,440.33907281975667,1.7971934283711337,1.7971934283711337,1.7971934283711337,NaN,1 days 01:00:00,NaT,17.95398030340793,17.5352336031088,2.515136852369273e27,1.7959888350177173,1.407837237455869,5.2296555156995,1.4863355876008697,1.1600000000000001,-0.04638247560918898,None,None,0.007835272412015308,47.387727547868586,0.45829305312316526,2.2419110536368876e18,3.2523740614357926,3.1985780423280423
Mean Avg Winning Trade [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Median Avg Winning Trade [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Mean Avg Losing Trade [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Median Avg Losing Trade [%],WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Most Profit Factor,WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Mean Profit Factor,WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Median Profit Factor,WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Most Expectancy,WNTR_MSTR,EMA,4,20,0,false,2,NaN,100.0,inf,NaN,41.33614623364557,-0.24282760517114982,0 days 19:00:00,0.3126389247867666,19.0188679245283,28.528301886792452,NaN,0,53,2 days 06:00:00,1000.0,1519.8192885296698,51.98192885296699,68.65269944860692,100.0,3.2051522952201212,10.540765096443183,0 days 19:00:00,1,1,416.7447434956114,10.317761957909246,10.317761957909246,10.317761957909246,NaN,0 days 19:00:00,NaT,103.0745450340584,19.72764237462035,2.9364478874572416e30,2.059838041068043,1.5306723984637667,6.097181493342591,1.5844908008215712,0.9285714285714284,-0.04000387332969729,None,None,0.008556605804411095,51.750351905078304,0.5198192885296702,2.2945557931829064e20,3.15707051942161,3.1985780423280423
Mean Expectancy,WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Median Expectancy,WNTR_MSTR,EMA,2,12,0,false,3,NaN,100.0,inf,NaN,29.662583201811973,-0.4945573083610863,0 days 13:30:00,0.6252778495735332,28.528301886792452,47.54716981132076,NaN,0,53,2 days 06:00:00,1000.0,1347.0000519758125,34.70000519758125,68.65269944860692,100.0,5.432660806024792,14.541848420451212,0 days 14:00:00,2,1,216.76460184637926,8.667882878932055,4.020538277435091,6.344210578183573,NaN,0 days 13:30:00,NaT,65.11772506471661,16.970465266658614,6.663186464175546e21,1.8041978419287386,0.55442086244627,4.069906573872419,1.4904243042020013,0.7419354838709677,-0.04000387332969746,None,None,0.006074222182389284,36.73689575909039,0.3470000519758121,308441351815012.56,2.6052827777702805,3.1985780423280423
Most Sharpe Ratio,WNTR_MSTR,EMA,8,49,0,false,1,NaN,NaN,NaN,NaN,44.906663934064746,-0.08941494347817411,NaT,0.0,9.50943396226415,9.50943396226415,NaN,0,53,2 days 06:00:00,1000.0,1625.1412220778566,62.51412220778566,68.65269944860692,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,625.1412220778566,NaN,NaN,NaN,NaN,NaT,NaT,NaN,21.10190894285687,1.0900257441324319e35,2.0145514923477976,1.3085902111212642,3.977986216638969,1.5444894774666447,1.2500000000000002,-0.0463824756091889,None,None,0.009949476405032985,60.174433297639496,0.6251412220778563,4.1668121286206836e23,3.4319142348699585,3.1985780423280423
Mean Sharpe Ratio,WNTR_MSTR,EMA,4,20,0,false,2,NaN,100.0,inf,NaN,41.33614623364557,-0.24282760517114982,0 days 19:00:00,0.3126389247867666,19.0188679245283,28.528301886792452,NaN,0,53,2 days 06:00:00,1000.0,1519.8192885296698,51.98192885296699,68.65269944860692,100.0,3.2051522952201212,10.540765096443183,0 days 19:00:00,1,1,416.7447434956114,10.317761957909246,10.317761957909246,10.317761957909246,NaN,0 days 19:00:00,NaT,103.0745450340584,19.72764237462035,2.9364478874572416e30,2.059838041068043,1.5306723984637667,6.097181493342591,1.5844908008215712,0.9285714285714284,-0.04000387332969729,None,None,0.008556605804411095,51.750351905078304,0.5198192885296702,2.2945557931829064e20,3.15707051942161,3.1985780423280423
Median Sharpe Ratio,WNTR_MSTR,EMA,8,49,0,false,1,NaN,NaN,NaN,NaN,44.906663934064746,-0.08941494347817411,NaT,0.0,9.50943396226415,9.50943396226415,NaN,0,53,2 days 06:00:00,1000.0,1625.1412220778566,62.51412220778566,68.65269944860692,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,625.1412220778566,NaN,NaN,NaN,NaN,NaT,NaT,NaN,21.10190894285687,1.0900257441324319e35,2.0145514923477976,1.3085902111212642,3.977986216638969,1.5444894774666447,1.2500000000000002,-0.0463824756091889,None,None,0.009949476405032985,60.174433297639496,0.6251412220778563,4.1668121286206836e23,3.4319142348699585,3.1985780423280423
Most Calmar Ratio,WNTR_MSTR,EMA,8,49,0,false,1,NaN,NaN,NaN,NaN,44.906663934064746,-0.08941494347817411,NaT,0.0,9.50943396226415,9.50943396226415,NaN,0,53,2 days 06:00:00,1000.0,1625.1412220778566,62.51412220778566,68.65269944860692,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,625.1412220778566,NaN,NaN,NaN,NaN,NaT,NaT,NaN,21.10190894285687,1.0900257441324319e35,2.0145514923477976,1.3085902111212642,3.977986216638969,1.5444894774666447,1.2500000000000002,-0.0463824756091889,None,None,0.009949476405032985,60.174433297639496,0.6251412220778563,4.1668121286206836e23,3.4319142348699585,3.1985780423280423
Mean Calmar Ratio,WNTR_MSTR,EMA,8,49,0,false,1,NaN,NaN,NaN,NaN,44.906663934064746,-0.08941494347817411,NaT,0.0,9.50943396226415,9.50943396226415,NaN,0,53,2 days 06:00:00,1000.0,1625.1412220778566,62.51412220778566,68.65269944860692,100.0,0.9990009990009412,14.920630518286343,0 days 13:00:00,0,1,625.1412220778566,NaN,NaN,NaN,NaN,NaT,NaT,NaN,21.10190894285687,1.0900257441324319e35,2.0145514923477976,1.3085902111212642,3.977986216638969,1.5444894774666447,1.2500000000000002,-0.0463824756091889,None,None,0.009949476405032985,60.174433297639496,0.6251412220778563,4.1668121286206836e23,3.4319142348699585,3.1985780423280423
