Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
STRF_MSTR,EMA,2,41,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,42,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,43,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,44,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,45,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,46,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,47,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,48,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,49,0,false,3,NaN,100.0,inf,NaN,17.220874526885627,-0.49792450206606914,1 days 01:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1152.1463899314117,15.214638993141168,30.303488331436746,100.0,5.227194329063483,12.015410573472462,1 days 17:00:00,2,1,90.79401837667547,5.279492155938764,0.8187002036889278,3.049096179813846,NaN,1 days 01:30:00,NaT,30.676185777368143,10.283726424876258,414482412.2141067,1.3596209607878018,0.5614937811359545,2.036012443502961,1.4008215959631898,0.8918918918918919,-0.02370971119894304,None,None,0.002225772702957523,13.461473307487099,0.15214638993141194,206186.39686506928,1.5753905699182564,4.164186507936508
STRF_MSTR,EMA,2,50,0,false,3,NaN,100.0,inf,NaN,18.227233802497267,-0.46330731760330246,1 days 02:00:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1162.6366043857581,16.263660438575812,30.303488331436746,100.0,5.2465214305852275,11.934917610829151,0 days 20:00:00,2,1,91.6206917336956,5.279492155938764,1.7375580995623845,3.5085251277505747,NaN,1 days 02:00:00,NaT,35.507956326031234,10.876782921670127,1297265089.297834,1.3806366118238833,0.5410585337787356,2.006225158029693,1.3806366118238835,0.9444444444444445,-0.023709711198942947,None,None,0.002355843159108138,14.248139426286018,0.162636604385759,451190.51185857004,1.5765358725448273,4.164186507936508
STRF_MSTR,EMA,2,51,0,false,3,NaN,100.0,inf,NaN,18.47328892635759,-0.45551240871220927,1 days 02:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1164.9987336920167,16.499873369201666,30.303488331436746,100.0,5.250873401949394,11.755995743768706,0 days 20:00:00,2,1,91.80683753384301,5.279492155938764,1.9444615116494863,3.6119768337941256,NaN,1 days 02:30:00,NaT,36.59594807908686,11.016456033549302,1697842126.7522347,1.3861728767916541,0.5389098834207142,2.0140145592027654,1.34656793745475,1.0,-0.023709711198943054,None,None,0.002384660332498082,14.4224256909484,0.16499873369201645,537673.1599226241,1.5755876438871002,4.164186507936508
STRF_MSTR,EMA,2,52,0,false,3,NaN,100.0,inf,NaN,18.47328892635759,-0.45551240871220927,1 days 02:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1164.9987336920167,16.499873369201666,30.303488331436746,100.0,5.250873401949394,11.755995743768706,0 days 20:00:00,2,1,91.80683753384301,5.279492155938764,1.9444615116494863,3.6119768337941256,NaN,1 days 02:30:00,NaT,36.59594807908686,11.016456033549302,1697842126.7522347,1.3861728767916541,0.5389098834207142,2.0140145592027654,1.34656793745475,1.0,-0.023709711198943054,None,None,0.002384660332498082,14.4224256909484,0.16499873369201645,537673.1599226241,1.5755876438871002,4.164186507936508
STRF_MSTR,EMA,2,53,0,false,3,NaN,100.0,inf,NaN,18.47328892635759,-0.45551240871220927,1 days 02:30:00,0.4802858844550328,21.913043478260867,36.52173913043478,NaN,0,69,2 days 22:00:00,1000.0,1164.9987336920167,16.499873369201666,30.303488331436746,100.0,5.250873401949394,11.755995743768706,0 days 20:00:00,2,1,91.80683753384301,5.279492155938764,1.9444615116494863,3.6119768337941256,NaN,1 days 02:30:00,NaT,36.59594807908686,11.016456033549302,1697842126.7522347,1.3861728767916541,0.5389098834207142,2.0140145592027654,1.34656793745475,1.0,-0.023709711198943054,None,None,0.002384660332498082,14.4224256909484,0.16499873369201645,537673.1599226241,1.5755876438871002,4.164186507936508
STRF_MSTR,EMA,2,54,0,false,2,NaN,100.0,inf,NaN,20.297337463935634,-0.3936456126178,2 days 06:00:00,0.2401429422275164,14.608695652173912,21.913043478260867,NaN,0,69,2 days 22:00:00,1000.0,1183.7465310275197,18.374653102751974,30.303488331436746,100.0,3.17992775514687,11.755995743768711,0 days 20:00:00,1,1,93.28424341791901,9.055274989721033,9.055274989721033,9.055274989721033,NaN,2 days 06:00:00,NaT,90.46228760960072,12.060355188199589,12518319303.731045,1.425215854239212,0.508898956276641,1.9584978278069025,1.3064478663859447,1.0588235294117645,-0.02317312929624195,None,None,0.0026137602883877817,15.808022224169303,0.18374653102752037,2135763.4263707693,1.5774790538807753,4.164186507936508
STRF_MSTR,EMA,2,55,0,false,2,NaN,100.0,inf,NaN,20.297337463935634,-0.3936456126178,2 days 06:00:00,0.2401429422275164,14.608695652173912,21.913043478260867,NaN,0,69,2 days 22:00:00,1000.0,1183.7465310275197,18.374653102751974,30.303488331436746,100.0,3.17992775514687,11.755995743768711,0 days 20:00:00,1,1,93.28424341791901,9.055274989721033,9.055274989721033,9.055274989721033,NaN,2 days 06:00:00,NaT,90.46228760960072,12.060355188199589,12518319303.731045,1.425215854239212,0.508898956276641,1.9584978278069025,1.3064478663859447,1.0588235294117645,-0.02317312929624195,None,None,0.0026137602883877817,15.808022224169303,0.18374653102752037,2135763.4263707693,1.5774790538807753,4.164186507936508
STRF_MSTR,EMA,2,56,0,false,2,NaN,100.0,inf,NaN,20.297337463935634,-0.3936456126178,2 days 06:00:00,0.2401429422275164,14.608695652173912,21.913043478260867,NaN,0,69,2 days 22:00:00,1000.0,1183.7465310275197,18.374653102751974,30.303488331436746,100.0,3.17992775514687,11.755995743768711,0 days 20:00:00,1,1,93.28424341791901,9.055274989721033,9.055274989721033,9.055274989721033,NaN,2 days 06:00:00,NaT,90.46228760960072,12.060355188199589,12518319303.731045,1.425215854239212,0.508898956276641,1.9584978278069025,1.3064478663859447,1.0588235294117645,-0.02317312929624195,None,None,0.0026137602883877817,15.808022224169303,0.18374653102752037,2135763.4263707693,1.5774790538807753,4.164186507936508
STRF_MSTR,EMA,2,57,0,false,1,NaN,NaN,NaN,NaN,30.683177644193126,-0.027272148155304748,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1294.7704710803926,29.477047108039255,30.303488331436746,100.0,0.9990009990009412,8.839864899864573,0 days 16:00:00,0,1,294.77047108039255,NaN,NaN,NaN,NaN,NaT,NaT,NaN,16.15155077820754,1240738296996850.5,1.6442566116614088,1.0494688555625713,3.3295587114105327,1.4220597722477049,1.1212121212121213,-0.023173129296241917,None,None,0.003950987940191149,23.89557506227607,0.29477047108039245,4936927245.185223,1.7805305158612685,4.164186507936508
STRF_MSTR,EMA,2,58,0,false,1,NaN,NaN,NaN,NaN,30.683177644193126,-0.027272148155304748,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1294.7704710803926,29.477047108039255,30.303488331436746,100.0,0.9990009990009412,8.839864899864573,0 days 16:00:00,0,1,294.77047108039255,NaN,NaN,NaN,NaN,NaT,NaT,NaN,16.15155077820754,1240738296996850.5,1.6442566116614088,1.0494688555625713,3.3295587114105327,1.4220597722477049,1.1212121212121213,-0.023173129296241917,None,None,0.003950987940191149,23.89557506227607,0.29477047108039245,4936927245.185223,1.7805305158612685,4.164186507936508
STRF_MSTR,EMA,2,59,0,false,1,NaN,NaN,NaN,NaN,30.683177644193126,-0.027272148155304748,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1294.7704710803926,29.477047108039255,30.303488331436746,100.0,0.9990009990009412,8.839864899864573,0 days 16:00:00,0,1,294.77047108039255,NaN,NaN,NaN,NaN,NaT,NaT,NaN,16.15155077820754,1240738296996850.5,1.6442566116614088,1.0494688555625713,3.3295587114105327,1.4220597722477049,1.1212121212121213,-0.023173129296241917,None,None,0.003950987940191149,23.89557506227607,0.29477047108039245,4936927245.185223,1.7805305158612685,4.164186507936508
STRF_MSTR,EMA,2,60,0,false,1,NaN,NaN,NaN,NaN,30.683177644193126,-0.027272148155304748,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1294.7704710803926,29.477047108039255,30.303488331436746,100.0,0.9990009990009412,8.839864899864573,0 days 16:00:00,0,1,294.77047108039255,NaN,NaN,NaN,NaN,NaT,NaT,NaN,16.15155077820754,1240738296996850.5,1.6442566116614088,1.0494688555625713,3.3295587114105327,1.4220597722477049,1.1212121212121213,-0.023173129296241917,None,None,0.003950987940191149,23.89557506227607,0.29477047108039245,4936927245.185223,1.7805305158612685,4.164186507936508
STRF_MSTR,EMA,2,61,0,false,1,NaN,NaN,NaN,NaN,30.683177644193126,-0.027272148155304748,NaT,0.0,7.304347826086956,7.304347826086956,NaN,0,69,2 days 22:00:00,1000.0,1294.7704710803926,29.477047108039255,30.303488331436746,100.0,0.9990009990009412,8.839864899864573,0 days 16:00:00,0,1,294.77047108039255,NaN,NaN,NaN,NaN,NaT,NaT,NaN,16.15155077820754,1240738296996850.5,1.6442566116614088,1.0494688555625713,3.3295587114105327,1.4220597722477049,1.1212121212121213,-0.023173129296241917,None,None,0.003950987940191149,23.89557506227607,0.29477047108039245,4936927245.185223,1.7805305158612685,4.164186507936508
