Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Max Drawdown [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Median Max Drawdown [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Most Total Trades,2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Least Total Trades,2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Most Win Rate [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Least Win Rate [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Mean Win Rate [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Median Win Rate [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Most Best Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Least Best Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Mean Best Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Median Best Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Most Worst Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Least Worst Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Mean Worst Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Median Worst Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Most Avg Winning Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Least Avg Winning Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
Mean Avg Winning Trade [%],2,3,FTNT,EMA,0,true,false,1,468,0.5711345395847663,34.68950749464668,0.9813300229921798,0.1102329514037832,0.20535306317293417,-1.0016353916877432,4 days 20:42:39.314775159,0.08214571154349534,2.5039490445859873,5.002547770700637,0.2760176933493965,0,3925,3926 days 00:00:00,1000.0,897.6079444100981,-10.239205558990193,6261.011130073982,100.0,625.9477277408148,71.21020588179502,2897 days 00:00:00,467,-0.8976079444099696,32.895233009103244,-19.44530452129638,5.220238238628302,-2.603933791318748,9 days 05:19:59.999999999,2 days 13:08:27.540983606,-0.21733286433724608,0.14706546811471632,-0.014032439377743212,1.0302558911908197,-0.25166977428757337,21.99107906566045,1.3448378426994645,0.7660818713450293,-0.026481318457704402,,,0.00014071953918571399,0.03546132387479992,-0.10239205558990461,-0.0069096695478837455,0.29019531530207726,0,468,5685.019841269841,,,,
