Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Mean Max Drawdown [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Median Max Drawdown [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Most Total Trades,4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Least Total Trades,4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Mean Total Trades,4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Median Total Trades,4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Most Win Rate [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Least Win Rate [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Mean Win Rate [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Median Win Rate [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Most Best Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Least Best Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Mean Best Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Median Best Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Most Worst Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Least Worst Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Mean Worst Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Median Worst Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Most Avg Winning Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
Least Avg Winning Trade [%],4,11,5,HWM,MACD,true,false,1,206,1.041352433939697,54.63414634146342,1.2416677354265078,0.22491477540825178,0.9762482869983855,-0.9395908476797811,0 days 23:59:59.999999999,0.06525322571477292,1.9944674965421851,3.9792531120331947,0.44858520904384375,0,2169,2170 days 00:00:00,1000.0,1493.043395234575,49.3043395234575,816.1733384720151,100.0,548.5229355270906,12.91884531629042,927 days 00:00:00,205,-1.4930433952345084,12.219045121862713,-7.0077627956531945,1.7356653412192478,-1.594483755460905,1 days 00:00:00,1 days 00:00:00,2.4123728713649157,0.5413762130413716,0.5398549560007255,1.2878429972830028,4.800326332862124,78.81595537733737,3.1977796457959276,0.4027303754266211,-0.0009990009990009589,,,0.00021211109852198608,0.05345199682754049,0.49304339523457186,0.04764673275347442,0.11882584899399767,206,0,3141.6071428571427,,
